AAPL,ARKK,DIA,EFA,F,GM,GOOGL,IWM,MCD,MSFT,NVDA,QQQ,SBUX,SPY,TSLA,VOO,VTI,WMT,XLF,XLK,^GSPC
0.0074671947080087175,0.022046461864807743,-0.005625389403952519,-0.0012618972531937,-0.03915335505752482,-0.02152390395020487,0.00013021839323035245,-0.0034197913412133962,-0.001684023796323375,4.669680692725997e-05,0.021376899781091252,0.006146844709469468,-0.0010171725833507672,-0.0015418499423475174,0.03352658623835669,-0.001648155734782275,-0.00037306624272215316,0.003104990704967614,-0.0034892300490028116,0.0021355692598277187,-0.001584418237524976
0.0048263579721299354,0.030420335861000014,0.0016736453023351583,0.006879864982673123,0.0011013097709888786,-0.008798949320110827,0.012975204768978177,0.00424878376753246,-0.004604587276504923,0.0063589456085675344,0.002002543474513452,0.009214381261100302,0.0046845406419877555,0.0027850856250228873,0.020487795852708768,0.00285120070338607,0.003519618727204188,-0.0015149235483988832,-0.003151368317558134,0.005327480733279044,0.002396979198154181
0.021099704960812815,0.005278217333508417,-0.008755332854908371,-0.02175422708198016,-0.0011000982220679134,-0.02707523738459361,-0.018253675117735124,-0.01816984383475706,0.0018429600040232863,-0.005389443520599002,0.01057576470389665,0.002039619527775871,-0.006487273452375875,-0.004427198357731199,-0.03100243964538618,-0.004489081019989016,-0.007864884385824888,0.00784944703294399,-0.020723401773462657,0.00668495459626639,-0.004595548640170977
0.030827388965632307,0.003470577063824587,0.006135874459869184,0.023521202425351717,0.017621163973410958,0.019160851824629788,0.02334694821208383,0.00928056052402515,-0.0059786407858087864,0.00999683322929723,-0.0008581896402812816,0.01281631768379854,0.008161670983923397,0.010937201212441572,0.030232565079099327,0.011002955194436392,0.012694141693560201,-0.0009817093401620625,0.015423320813726438,0.012795542720704933,0.011271187194776155
0.0029335553606550935,-0.0037247093493174566,0.002479765907596576,0.0001390350719814304,-0.004329161850705643,-0.0022380508204096206,0.016492353413759098,0.0010398445782640042,-0.02442866807211852,-0.0038854132948697995,0.011538894851376158,0.0012854767155872082,0.0009107244631649802,0.0021038709830902835,-0.027258998689319025,0.002111279635175878,0.0008461593953086322,-0.013888690182149332,0.010949978647129432,-0.0015190983381910828,0.0017911667548251575
-0.0011376033991705725,0.01726906188084021,0.0029416433877080816,0.0016709581649381189,0.0010868083934942874,-0.010991684829327664,-0.0017149909199182245,0.005631822185811819,0.0030825232326170404,-0.005246610713254829,-0.010671916297078421,0.0014149220638270954,0.012132260519569504,-0.00027265056871073057,0.0431770706457868,-0.00029689872334526246,0.0020083951836979974,-0.008105461307637674,0.0003493451943268333,-0.0006406604066844235,-0.000624157213091503
-0.005612384693248096,0.025463786958729084,0.008431378211821272,0.008480558988631426,0.014115490813610743,0.007031140297847127,0.0010539031353640205,0.023270988997186715,-0.0036403297020067837,0.000560035800724723,0.012111981106948555,0.004075389114765127,0.021676297250125653,0.008617393529929185,0.00953853028069096,0.008607650783941212,0.010020464749533664,-0.0026121424523192216,0.012225140460639938,0.010016958863225067,0.008836275129611826
0.012269904825343403,0.02978069938895711,-0.004924005227686878,-0.00813346207619181,-0.01284809569983636,-0.00202705494928368,-0.0036902112941661347,0.0009566170957766573,-0.00877868421553718,-0.0003264861499691074,0.0035769354283203825,0.005662222345804269,-0.00850596322386421,-0.0020547351710563655,0.07131413268972531,-0.0018537553301866128,-0.0010967179013345874,-0.00537234378683038,-0.0069012593525844546,0.0028561464945322523,-0.0019356376714373402
0.005090834427041502,0.012346690788308523,0.003652693271840368,0.0034748346572992528,0.0032536249522101546,-0.011509708912508465,-0.0031369331922604937,0.012846272207733822,-0.002393621480603958,0.008026568519142518,-0.01886911135768987,0.0033851073708623947,-0.0019723771215368613,0.002926188182467593,0.01265269756091203,0.002889308223944953,0.004338985734983369,0.009047386559971837,-0.00034754775415468675,0.00324354671575966,0.002787148065356293
-0.02090367729924525,-0.01792580544886524,-0.00436765458459798,0.0013847902836869874,0.02162173363168285,0.014383488339158479,-0.018478177891702918,-0.007285080599770177,0.001439635108592796,-0.019489814931308302,-0.0314047701818041,-0.022641343057314134,-0.008003133693132103,-0.00896881528246507,-0.06985904262531573,-0.008878233374676414,-0.00983707268375722,-0.007895711785093962,-0.0024330283563162025,-0.019162571183765964,-0.007949201604598555
0.011989101694244386,0.04350721273385805,-0.0011294654790219294,0.0013832420207791074,-0.034920795371417124,-0.03511136167606643,-0.005742866592121865,0.00966144930475532,-0.003114575969493494,-0.006043359684827165,0.003209530941673755,0.004015731274313872,0.049701209661816126,-0.0003269487021591022,0.03737095767859411,-0.00047458215300411055,0.0014714778373514648,-0.004670689768874858,0.0017420745336114152,0.0014471648851959173,-0.0012851080682624305
-0.006735038173589669,-0.010622989007275985,0.0012970935279179585,-0.003038672515651486,-0.010964866341379498,-0.02216016916688035,0.004044808228406804,-0.004915133092775137,-0.001346028773796193,0.013015294493113894,0.0031606339845191567,-0.0022142960109181598,-0.022677636979564708,-0.001172901477079269,-0.027237767375868138,-0.0012759598850993203,-0.001784242904846578,-0.00027176172091936124,-0.010086939205456669,-0.0020872010878811853,-0.0012649972997506032
