AAPL,F,GM,GOOGL,MCD,MSFT,NVDA,SBUX,TSLA,WMT
0.0074671947080087175,-0.03915335505752482,-0.02152390395020487,0.00013021839323035245,-0.001684023796323375,4.669680692725997e-05,0.021376899781091252,-0.0010171725833507672,0.03352658623835669,0.003104990704967614
0.0048263579721299354,0.0011013097709888786,-0.008798949320110827,0.012975204768978177,-0.004604587276504923,0.0063589456085675344,0.002002543474513452,0.0046845406419877555,0.020487795852708768,-0.0015149235483988832
0.021099704960812815,-0.0011000982220679134,-0.02707523738459361,-0.018253675117735124,0.0018429600040232863,-0.005389443520599002,0.01057576470389665,-0.006487273452375875,-0.03100243964538618,0.00784944703294399
0.030827388965632307,0.017621163973410958,0.019160851824629788,0.02334694821208383,-0.0059786407858087864,0.00999683322929723,-0.0008581896402812816,0.008161670983923397,0.030232565079099327,-0.0009817093401620625
0.0029335553606550935,-0.004329161850705643,-0.0022380508204096206,0.016492353413759098,-0.02442866807211852,-0.0038854132948697995,0.011538894851376158,0.0009107244631649802,-0.027258998689319025,-0.013888690182149332
-0.0011376033991705725,0.0010868083934942874,-0.010991684829327664,-0.0017149909199182245,0.0030825232326170404,-0.005246610713254829,-0.010671916297078421,0.012132260519569504,0.0431770706457868,-0.008105461307637674
-0.005612384693248096,0.014115490813610743,0.007031140297847127,0.0010539031353640205,-0.0036403297020067837,0.000560035800724723,0.012111981106948555,0.021676297250125653,0.00953853028069096,-0.0026121424523192216
0.012269904825343403,-0.01284809569983636,-0.00202705494928368,-0.0036902112941661347,-0.00877868421553718,-0.0003264861499691074,0.0035769354283203825,-0.00850596322386421,0.07131413268972531,-0.00537234378683038
0.005090834427041502,0.0032536249522101546,-0.011509708912508465,-0.0031369331922604937,-0.002393621480603958,0.008026568519142518,-0.01886911135768987,-0.0019723771215368613,0.01265269756091203,0.009047386559971837
-0.02090367729924525,0.02162173363168285,0.014383488339158479,-0.018478177891702918,0.001439635108592796,-0.019489814931308302,-0.0314047701818041,-0.008003133693132103,-0.06985904262531573,-0.007895711785093962
0.011989101694244386,-0.034920795371417124,-0.03511136167606643,-0.005742866592121865,-0.003114575969493494,-0.006043359684827165,0.003209530941673755,0.049701209661816126,0.03737095767859411,-0.004670689768874858
-0.006735038173589669,-0.010964866341379498,-0.02216016916688035,0.004044808228406804,-0.001346028773796193,0.013015294493113894,0.0031606339845191567,-0.022677636979564708,-0.027237767375868138,-0.00027176172091936124
-0.005146691001786996,-0.012194993651053587,-0.007156493669201347,-0.01269982526313329,0.02002312037686571,0.004407814729209036,0.022707588268380485,0.003106756324557036,0.048918853305726984,-0.009183868715298638
0.0500904384325207,0.02693602218632396,0.0009611529436279742,0.005033428026126607,0.013873256335726891,-0.0003268784430165983,0.003888516359562111,0.008323569046442048,-0.010284031966116491,-0.0004805622796880682
-0.0005476048493213703,-0.012021867306426293,-0.0057610959465655975,-0.002208795276573583,-0.00493348324095455,0.024050836526942065,-0.008832014219176454,-0.008734904333151494,-0.016549539644792555,-0.0010302714232011123
0.006963696319041812,0.004424870735031172,0.01472735895053301,-0.009492579329317685,0.002104690415435817,0.0006383939536847016,0.00745703226551897,-0.0005810972568125461,0.05319781856425476,0.004607129417620648
